Strategy variant,Rebalance date,Effective date,Selected ETFs,Previous weights,New weights,Turnover,Cost bps,Cost as portfolio return,Execution model
Top 3 momentum,2001-01-31,2001-02-01,XLF XLI XLU,XLF:0.333333; XLP:0.333333; XLU:0.333333,XLF:0.333333; XLI:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2001-02-28,2001-03-01,XLP XLU XLB,XLF:0.333333; XLI:0.333333; XLU:0.333333,XLP:0.333333; XLU:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2001-03-30,2001-04-02,XLY XLU XLB,XLP:0.333333; XLU:0.333333; XLB:0.333333,XLY:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2001-04-30,2001-05-01,XLY XLE XLB,XLY:0.333333; XLU:0.333333; XLB:0.333333,XLY:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2001-05-31,2001-06-01,XLV XLY XLB,XLY:0.333333; XLE:0.333333; XLB:0.333333,XLV:0.333333; XLY:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2001-07-31,2001-08-01,XLY XLU XLB,XLV:0.333333; XLY:0.333333; XLB:0.333333,XLY:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2001-08-31,2001-09-04,XLV XLY XLB,XLY:0.333333; XLU:0.333333; XLB:0.333333,XLV:0.333333; XLY:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2001-09-28,2001-10-01,XLF XLP XLU,XLV:0.333333; XLY:0.333333; XLB:0.333333,XLF:0.333333; XLP:0.333333; XLU:0.333333,2.0000000000,5.0000000000,0.0010000000,close-to-close same-close approximation
Top 3 momentum,2001-10-31,2001-11-01,XLF XLP XLB,XLF:0.333333; XLP:0.333333; XLU:0.333333,XLF:0.333333; XLP:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2001-11-30,2001-12-03,XLY XLP XLB,XLF:0.333333; XLP:0.333333; XLB:0.333333,XLY:0.333333; XLP:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2002-03-28,2002-04-01,XLV XLY XLB,XLY:0.333333; XLP:0.333333; XLB:0.333333,XLV:0.333333; XLY:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2002-05-31,2002-06-03,XLV XLE XLB,XLV:0.333333; XLY:0.333333; XLB:0.333333,XLV:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2002-07-31,2002-08-01,XLF XLV XLB,XLV:0.333333; XLE:0.333333; XLB:0.333333,XLF:0.333333; XLV:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2002-09-30,2002-10-01,XLV XLY XLP,XLF:0.333333; XLV:0.333333; XLB:0.333333,XLV:0.333333; XLY:0.333333; XLP:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2002-10-31,2002-11-01,XLF XLV XLY,XLV:0.333333; XLY:0.333333; XLP:0.333333,XLF:0.333333; XLV:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2002-11-29,2002-12-02,QQQ XLK XLV,XLF:0.333333; XLV:0.333333; XLY:0.333333,QQQ:0.333333; XLK:0.333333; XLV:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2003-01-31,2003-02-03,QQQ XLK XLE,QQQ:0.333333; XLK:0.333333; XLV:0.333333,QQQ:0.333333; XLK:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2003-03-31,2003-04-01,QQQ XLK XLV,QQQ:0.333333; XLK:0.333333; XLE:0.333333,QQQ:0.333333; XLK:0.333333; XLV:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2003-04-30,2003-05-01,QQQ XLU XLB,QQQ:0.333333; XLK:0.333333; XLV:0.333333,QQQ:0.333333; XLU:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2003-05-30,2003-06-02,QQQ XLE XLU,QQQ:0.333333; XLU:0.333333; XLB:0.333333,QQQ:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2003-06-30,2003-07-01,QQQ XLY XLU,QQQ:0.333333; XLE:0.333333; XLU:0.333333,QQQ:0.333333; XLY:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2003-07-31,2003-08-01,QQQ XLK XLY,QQQ:0.333333; XLY:0.333333; XLU:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2003-09-30,2003-10-01,QQQ XLK XLF,QQQ:0.333333; XLK:0.333333; XLY:0.333333,QQQ:0.333333; XLK:0.333333; XLF:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2003-10-31,2003-11-03,QQQ XLK XLB,QQQ:0.333333; XLK:0.333333; XLF:0.333333,QQQ:0.333333; XLK:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2003-12-31,2004-01-02,QQQ XLI XLB,QQQ:0.333333; XLK:0.333333; XLB:0.333333,QQQ:0.333333; XLI:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2004-01-30,2004-02-02,XLK XLI XLE,QQQ:0.333333; XLI:0.333333; XLB:0.333333,XLK:0.333333; XLI:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2004-02-27,2004-03-01,XLF XLE XLB,XLK:0.333333; XLI:0.333333; XLE:0.333333,XLF:0.333333; XLE:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2004-04-30,2004-05-03,XLV XLP XLE,XLF:0.333333; XLE:0.333333; XLB:0.333333,XLV:0.333333; XLP:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2004-05-28,2004-06-01,XLP XLE XLU,XLV:0.333333; XLP:0.333333; XLE:0.333333,XLP:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2004-06-30,2004-07-01,XLI XLP XLE,XLP:0.333333; XLE:0.333333; XLU:0.333333,XLI:0.333333; XLP:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2004-07-30,2004-08-02,XLI XLE XLB,XLI:0.333333; XLP:0.333333; XLE:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2004-08-31,2004-09-01,XLI XLE XLU,XLI:0.333333; XLE:0.333333; XLB:0.333333,XLI:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2004-09-30,2004-10-01,XLI XLE XLB,XLI:0.333333; XLE:0.333333; XLU:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2004-10-29,2004-11-01,XLE XLU XLB,XLI:0.333333; XLE:0.333333; XLB:0.333333,XLE:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2005-01-31,2005-02-01,XLY XLE XLU,XLE:0.333333; XLU:0.333333; XLB:0.333333,XLY:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2005-02-28,2005-03-01,XLE XLU XLB,XLY:0.333333; XLE:0.333333; XLU:0.333333,XLE:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2005-04-29,2005-05-02,XLV XLE XLU,XLE:0.333333; XLU:0.333333; XLB:0.333333,XLV:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2005-09-30,2005-10-03,QQQ XLE XLU,XLV:0.333333; XLE:0.333333; XLU:0.333333,QQQ:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2005-10-31,2005-11-01,QQQ XLF XLE,QQQ:0.333333; XLE:0.333333; XLU:0.333333,QQQ:0.333333; XLF:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2005-12-30,2006-01-03,QQQ XLE XLB,QQQ:0.333333; XLF:0.333333; XLE:0.333333,QQQ:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2006-01-31,2006-02-01,XLF XLE XLB,QQQ:0.333333; XLE:0.333333; XLB:0.333333,XLF:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2006-02-28,2006-03-01,XLF XLI XLB,XLF:0.333333; XLE:0.333333; XLB:0.333333,XLF:0.333333; XLI:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2006-04-28,2006-05-01,XLI XLE XLB,XLF:0.333333; XLI:0.333333; XLB:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2006-07-31,2006-08-01,XLF XLP XLU,XLI:0.333333; XLE:0.333333; XLB:0.333333,XLF:0.333333; XLP:0.333333; XLU:0.333333,2.0000000000,5.0000000000,0.0010000000,close-to-close same-close approximation
Top 3 momentum,2006-10-31,2006-11-01,XLV XLY XLU,XLF:0.333333; XLP:0.333333; XLU:0.333333,XLV:0.333333; XLY:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2006-11-30,2006-12-01,XLK XLY XLU,XLV:0.333333; XLY:0.333333; XLU:0.333333,XLK:0.333333; XLY:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-01-31,2007-02-01,XLK XLY XLB,XLK:0.333333; XLY:0.333333; XLU:0.333333,XLK:0.333333; XLY:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-02-28,2007-03-01,XLY XLU XLB,XLK:0.333333; XLY:0.333333; XLB:0.333333,XLY:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-03-30,2007-04-02,XLE XLU XLB,XLY:0.333333; XLU:0.333333; XLB:0.333333,XLE:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-06-29,2007-07-02,XLI XLE XLB,XLE:0.333333; XLU:0.333333; XLB:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-08-31,2007-09-04,QQQ XLK XLE,XLI:0.333333; XLE:0.333333; XLB:0.333333,QQQ:0.333333; XLK:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2007-09-28,2007-10-01,QQQ XLI XLE,QQQ:0.333333; XLK:0.333333; XLE:0.333333,QQQ:0.333333; XLI:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-10-31,2007-11-01,QQQ XLK XLE,QQQ:0.333333; XLI:0.333333; XLE:0.333333,QQQ:0.333333; XLK:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-11-30,2007-12-03,QQQ XLP XLE,QQQ:0.333333; XLK:0.333333; XLE:0.333333,QQQ:0.333333; XLP:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2007-12-31,2008-01-02,QQQ XLE XLU,QQQ:0.333333; XLP:0.333333; XLE:0.333333,QQQ:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2008-01-31,2008-02-01,XLP XLU XLB,QQQ:0.333333; XLE:0.333333; XLU:0.333333,XLP:0.333333; XLU:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2008-02-29,2008-03-03,XLP XLE XLB,XLP:0.333333; XLU:0.333333; XLB:0.333333,XLP:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2008-05-30,2008-06-02,XLI XLE XLB,XLP:0.333333; XLE:0.333333; XLB:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2008-06-30,2008-07-01,XLE XLU XLB,XLI:0.333333; XLE:0.333333; XLB:0.333333,XLE:0.333333; XLU:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2008-07-31,2008-08-01,XLP XLE XLB,XLE:0.333333; XLU:0.333333; XLB:0.333333,XLP:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2008-08-29,2008-09-02,QQQ XLK XLP,XLP:0.333333; XLE:0.333333; XLB:0.333333,QQQ:0.333333; XLK:0.333333; XLP:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2008-09-30,2008-10-01,XLV XLY XLP,QQQ:0.333333; XLK:0.333333; XLP:0.333333,XLV:0.333333; XLY:0.333333; XLP:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2008-10-31,2008-11-03,XLV XLP XLU,XLV:0.333333; XLY:0.333333; XLP:0.333333,XLV:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2008-12-31,2009-01-02,XLV XLY XLP,XLV:0.333333; XLP:0.333333; XLU:0.333333,XLV:0.333333; XLY:0.333333; XLP:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2009-01-30,2009-02-02,XLV XLP XLU,XLV:0.333333; XLY:0.333333; XLP:0.333333,XLV:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2009-03-31,2009-04-01,QQQ XLK XLV,XLV:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLK:0.333333; XLV:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2009-04-30,2009-05-01,QQQ XLY XLB,QQQ:0.333333; XLK:0.333333; XLV:0.333333,QQQ:0.333333; XLY:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2009-06-30,2009-07-01,QQQ XLK XLB,QQQ:0.333333; XLY:0.333333; XLB:0.333333,QQQ:0.333333; XLK:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2009-07-31,2009-08-03,QQQ XLF XLB,QQQ:0.333333; XLK:0.333333; XLB:0.333333,QQQ:0.333333; XLF:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2009-08-31,2009-09-01,XLF XLI XLB,QQQ:0.333333; XLF:0.333333; XLB:0.333333,XLF:0.333333; XLI:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2009-09-30,2009-10-01,XLF XLY XLI,XLF:0.333333; XLI:0.333333; XLB:0.333333,XLF:0.333333; XLY:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2009-10-30,2009-11-02,QQQ XLF XLP,XLF:0.333333; XLY:0.333333; XLI:0.333333,QQQ:0.333333; XLF:0.333333; XLP:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2009-11-30,2009-12-01,QQQ XLK XLF,QQQ:0.333333; XLF:0.333333; XLP:0.333333,QQQ:0.333333; XLK:0.333333; XLF:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2009-12-31,2010-01-04,XLY XLI XLB,QQQ:0.333333; XLK:0.333333; XLF:0.333333,XLY:0.333333; XLI:0.333333; XLB:0.333333,2.0000000000,5.0000000000,0.0010000000,close-to-close same-close approximation
Top 3 momentum,2010-01-29,2010-02-01,XLV XLY XLI,XLY:0.333333; XLI:0.333333; XLB:0.333333,XLV:0.333333; XLY:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2010-02-26,2010-03-01,QQQ XLY XLI,XLV:0.333333; XLY:0.333333; XLI:0.333333,QQQ:0.333333; XLY:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2010-06-30,2010-07-01,XLY XLI XLP,QQQ:0.333333; XLY:0.333333; XLI:0.333333,XLY:0.333333; XLI:0.333333; XLP:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2010-07-30,2010-08-02,QQQ XLY XLI,XLY:0.333333; XLI:0.333333; XLP:0.333333,QQQ:0.333333; XLY:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2010-08-31,2010-09-01,XLY XLP XLU,QQQ:0.333333; XLY:0.333333; XLI:0.333333,XLY:0.333333; XLP:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2010-09-30,2010-10-01,QQQ XLY XLU,XLY:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLY:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2010-10-29,2010-11-01,QQQ XLP XLU,QQQ:0.333333; XLY:0.333333; XLU:0.333333,QQQ:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2010-11-30,2010-12-01,QQQ XLE XLB,QQQ:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLE:0.333333; XLB:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2010-12-31,2011-01-03,XLI XLE XLB,QQQ:0.333333; XLE:0.333333; XLB:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-01-31,2011-02-01,QQQ XLE XLB,XLI:0.333333; XLE:0.333333; XLB:0.333333,QQQ:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-02-28,2011-03-01,QQQ XLI XLE,QQQ:0.333333; XLE:0.333333; XLB:0.333333,QQQ:0.333333; XLI:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-03-31,2011-04-01,XLI XLE XLB,QQQ:0.333333; XLI:0.333333; XLE:0.333333,XLI:0.333333; XLE:0.333333; XLB:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-05-31,2011-06-01,XLV XLI XLE,XLI:0.333333; XLE:0.333333; XLB:0.333333,XLV:0.333333; XLI:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-06-30,2011-07-01,XLV XLE XLU,XLV:0.333333; XLI:0.333333; XLE:0.333333,XLV:0.333333; XLE:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-07-29,2011-08-01,XLV XLP XLE,XLV:0.333333; XLE:0.333333; XLU:0.333333,XLV:0.333333; XLP:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-08-31,2011-09-01,XLV XLP XLU,XLV:0.333333; XLP:0.333333; XLE:0.333333,XLV:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-10-31,2011-11-01,QQQ XLP XLU,XLV:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2011-11-30,2011-12-01,XLK XLP XLU,QQQ:0.333333; XLP:0.333333; XLU:0.333333,XLK:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2012-01-31,2012-02-01,XLV XLI XLU,XLK:0.333333; XLP:0.333333; XLU:0.333333,XLV:0.333333; XLI:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2012-02-29,2012-03-01,QQQ XLK XLI,XLV:0.333333; XLI:0.333333; XLU:0.333333,QQQ:0.333333; XLK:0.333333; XLI:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2012-03-30,2012-04-02,QQQ XLF XLY,QQQ:0.333333; XLK:0.333333; XLI:0.333333,QQQ:0.333333; XLF:0.333333; XLY:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2012-04-30,2012-05-01,QQQ XLK XLY,QQQ:0.333333; XLF:0.333333; XLY:0.333333,QQQ:0.333333; XLK:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2012-05-31,2012-06-01,QQQ XLF XLY,QQQ:0.333333; XLK:0.333333; XLY:0.333333,QQQ:0.333333; XLF:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2012-06-29,2012-07-02,QQQ XLK XLF,QQQ:0.333333; XLF:0.333333; XLY:0.333333,QQQ:0.333333; XLK:0.333333; XLF:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2012-07-31,2012-08-01,XLK XLP XLU,QQQ:0.333333; XLK:0.333333; XLF:0.333333,XLK:0.333333; XLP:0.333333; XLU:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2012-08-31,2012-09-04,QQQ XLV XLP,XLK:0.333333; XLP:0.333333; XLU:0.333333,QQQ:0.333333; XLV:0.333333; XLP:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2012-09-28,2012-10-01,XLV XLP XLU,QQQ:0.333333; XLV:0.333333; XLP:0.333333,XLV:0.333333; XLP:0.333333; XLU:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2012-11-30,2012-12-03,XLF XLV XLE,XLV:0.333333; XLP:0.333333; XLU:0.333333,XLF:0.333333; XLV:0.333333; XLE:0.333333,1.3333333333,5.0000000000,0.0006666667,close-to-close same-close approximation
Top 3 momentum,2012-12-31,2013-01-02,XLF XLY XLE,XLF:0.333333; XLV:0.333333; XLE:0.333333,XLF:0.333333; XLY:0.333333; XLE:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2013-01-31,2013-02-01,XLF XLY XLI,XLF:0.333333; XLY:0.333333; XLE:0.333333,XLF:0.333333; XLY:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2013-02-28,2013-03-01,XLF XLV XLY,XLF:0.333333; XLY:0.333333; XLI:0.333333,XLF:0.333333; XLV:0.333333; XLY:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
Top 3 momentum,2013-03-28,2013-04-01,XLF XLV XLI,XLF:0.333333; XLV:0.333333; XLY:0.333333,XLF:0.333333; XLV:0.333333; XLI:0.333333,0.6666666667,5.0000000000,0.0003333333,close-to-close same-close approximation
